0,1,2
5995987.0,2052638.0,1
7121525.0,2478088.0,1
8261350.0,163512.0,13
269.0,1.0,1
174945.0,680720.0,1
261584.0,1090007.0,17
5526473.0,402339.0,17
174945.0,237215.0,1
174943.0,27536.0,1
174945.0,688415.0,17
5895975.0,5362575.0,1
