,0,1,2
57,7800975.0,2378075.0,25.0
58,7800975.0,3000375.0,25.0
59,7800975.0,3632200.0,25.0
60,7800975.0,4057650.0,25.0
61,7800975.0,5233987.0,25.0
62,7800975.0,1541462.0,25.0
63,7800975.0,1176337.0,25.0
64,1960563.0,6119812.0,1.0
65,119062.0,147637.0,1.0
66,284163.0,893762.0,1.0
67,255588.0,2960688.0,1.0
68,1804988.0,685800.0,1.0
69,3297237.0,685800.0,1.0
70,6072187.0,685800.0,1.0
71,1804988.0,839787.0,9.0
72,3271837.0,839787.0,9.0
73,6097587.0,839787.0,9.0
74,1809750.0,1766888.0,9.0
75,1809750.0,3570287.0,9.0
76,1809750.0,5008562.0,9.0
77,171450.0,2905125.0,9.0
78,1809750.0,2355850.0,9.0
79,57150.0,1298575.0,1.0
80,57150.0,1922463.0,1.0
81,57150.0,2519363.0,1.0
82,57150.0,4405312.0,1.0
83,57150.0,5402262.0,1.0
84,5899150.0,4445000.0,1.0
85,5590566.0,1336549.0,5.0
86,5335587.0,1292225.0,5.0
87,1873250.0,3903662.0,9.0
88,57150.0,3232150.0,1.0
89,5203825.0,3848100.0,1.0
90,57150.0,3644900.0,1.0
91,269.0,1.0,1.0
92,2050867.0,1652141.0,1.0
93,174945.0,237215.0,1.0
94,3776662.0,2244725.0,1.0
95,2581275.0,1933575.0,1.0
96,2416175.0,3673475.0,1.0
97,2416175.0,2295525.0,1.0
98,4905375.0,5340350.0,1.0
99,5400675.0,1933575.0,1.0
100,5400675.0,2178050.0,1.0
101,3276600.0,5340350.0,1.0
102,3719512.0,1933575.0,1.0
103,4438650.0,2305050.0,9.0
104,4438650.0,2295525.0,9.0
105,121750.0,973527.0,17.0
106,174945.0,6439506.0,1.0
107,174943.0,27536.0,1.0
108,8452015.0,140866.0,13.0
109,121488.0,211245.0,1.0
110,121488.0,6667245.0,1.0
111,121488.0,1057631.0,1.0
112,121488.0,1057631.0,1.0
113,234461.0,1141983.0,17.0
114,1985584.0,6093181.0,1.0
115,3170371.0,1057631.0,1.0
116,3170371.0,1057631.0,1.0
117,3283344.0,1149677.0,17.0
118,5034467.0,6093181.0,1.0
119,6219252.0,1057631.0,1.0
120,6219252.0,1057631.0,1.0
121,6332227.0,1141983.0,17.0
122,8083349.0,6093181.0,1.0
123,234461.0,4220659.0,25.0
124,172326.0,4220659.0,1.0
125,205568.0,4253903.0,5.0
126,3283344.0,4220659.0,25.0
127,3221209.0,4220659.0,1.0
128,3254452.0,4253903.0,5.0
129,6332227.0,4220659.0,25.0
130,6270090.0,4220659.0,1.0
131,6303333.0,4253896.0,5.0
132,234461.0,1725970.0,25.0
133,234461.0,5323371.0,25.0
134,172326.0,5320629.0,1.0
135,205465.0,5417446.0,1.0
136,234461.0,4747409.0,25.0
137,172326.0,4747409.0,1.0
138,205568.0,4780653.0,5.0
139,3283344.0,4747409.0,25.0
140,3221209.0,4747409.0,1.0
141,3254452.0,4780653.0,5.0
142,3283344.0,1725970.0,25.0
143,6332227.0,1725970.0,25.0
144,3283344.0,5323371.0,25.0
145,3221209.0,5320629.0,1.0
146,3254349.0,5417446.0,1.0
147,6332227.0,4750153.0,25.0
148,6270090.0,4747409.0,1.0
149,6303231.0,4844227.0,1.0
150,8545513.0,6435725.0,1.0
151,119062.0,230188.0,1.0
152,4489450.0,554037.0,1.0
153,4491037.0,557212.0,1.0
154,4564062.0,622300.0,1.0
155,100011.0,554037.0,1.0
156,100011.0,557212.0,1.0
157,174625.0,622300.0,1.0
158,4489450.0,3368675.0,1.0
159,4491037.0,3371850.0,1.0
160,4564062.0,3436937.0,1.0
161,100011.0,3368675.0,1.0
162,100011.0,3371850.0,1.0
163,174625.0,3436937.0,1.0
164,174625.0,874712.0,25.0
165,4564062.0,874712.0,25.0
166,4564062.0,3651250.0,25.0
167,2819400.0,3647301.0,1.0
168,2819400.0,3962400.0,9.0
169,2819400.0,4019550.0,25.0
170,7599209.0,376238.0,1.0
171,7599209.0,190501.0,1.0
172,7411884.0,163512.0,1.0
173,7485702.0,163512.0,5.0
174,7415059.0,347663.0,1.0
175,7415059.0,347663.0,1.0
176,4022725.0,584200.0,1.0
177,4022725.0,584200.0,1.0
178,4022725.0,3398837.0,1.0
179,4022725.0,3398837.0,5.0
180,1117600.0,3651250.0,1.0
181,1117600.0,3962400.0,9.0
182,1117600.0,4019550.0,25.0
183,2514600.0,3771900.0,1.0
184,2589213.0,3771900.0,5.0
185,174625.0,3962400.0,9.0
186,174625.0,4019550.0,1.0
187,174625.0,3647301.0,1.0
188,812800.0,3771900.0,1.0
189,812800.0,3771900.0,1.0
190,8470900.0,584200.0,1.0
191,8575675.0,584200.0,5.0
192,8470900.0,3398837.0,1.0
193,8470900.0,3398837.0,5.0
194,8261350.0,163512.0,13.0
195,119062.0,6450012.0,1.0
196,174945.0,237215.0,1.0
197,174943.0,27536.0,1.0
198,669535.0,1287388.0,1.0
199,669535.0,1288700.0,1.0
200,742028.0,1683877.0,25.0
201,4617987.0,1287388.0,1.0
202,4617987.0,1288700.0,1.0
203,4703255.0,1683877.0,25.0
204,7175103.0,334158.0,1.0
205,7175103.0,334158.0,1.0
206,7175103.0,546525.0,1.0
207,8710727.0,240787.0,13.0
208,174945.0,237215.0,1.0
209,174945.0,6442595.0,1.0
210,1416396.0,1075046.0,1.0
211,1493316.0,2013654.0,9.0
212,1493316.0,2441520.0,9.0
213,1493316.0,3297253.0,9.0
214,1493316.0,3725119.0,9.0
215,1493316.0,4152986.0,9.0
216,1493316.0,4580852.0,9.0
217,1493316.0,1547391.0,9.0
218,1493316.0,5008719.0,9.0
219,1493316.0,5436584.0,9.0
220,1493316.0,5864450.0,9.0
221,1493316.0,2869387.0,9.0
222,3308131.0,5902643.0,1.0
223,2288056.0,1320528.0,1.0
224,2288056.0,2907577.0,1.0
225,2288056.0,5046910.0,1.0
226,2288056.0,5474775.0,1.0
227,2288056.0,2051844.0,1.0
228,2288056.0,3763310.0,1.0
229,2288056.0,4619042.0,1.0
230,2288056.0,3335444.0,1.0
231,2288056.0,4191177.0,1.0
232,2288056.0,2479712.0,1.0
233,2288056.0,1623978.0,1.0
234,6495806.0,1135970.0,1.0
235,6739579.0,5902643.0,1.0
236,6739579.0,2907577.0,1.0
237,6739579.0,5046910.0,1.0
238,6739579.0,5474775.0,1.0
239,6739579.0,2051844.0,1.0
240,6739579.0,3763310.0,1.0
241,6739579.0,4619042.0,1.0
242,6739579.0,3335444.0,1.0
243,6739579.0,4191177.0,1.0
244,6739579.0,2479712.0,1.0
245,6739579.0,1623978.0,1.0
246,5168234.0,1135970.0,1.0
247,5168234.0,5902643.0,17.0
248,5412006.0,2907577.0,1.0
249,5412006.0,5046910.0,1.0
250,5412006.0,5474775.0,1.0
251,5412006.0,2051844.0,1.0
252,5412006.0,3763310.0,1.0
253,5412006.0,4619042.0,1.0
254,5412006.0,3335444.0,1.0
255,5412006.0,4191177.0,1.0
256,5412006.0,2479712.0,1.0
257,5412006.0,1623978.0,1.0
258,1493316.0,5902643.0,17.0
259,1493316.0,2907577.0,13.0
260,1493316.0,5046910.0,13.0
261,1493316.0,5474775.0,13.0
262,1493316.0,2051844.0,13.0
263,1493316.0,3763310.0,13.0
264,1493316.0,4619042.0,13.0
265,1493316.0,3335444.0,13.0
266,1493316.0,4191177.0,13.0
267,1493316.0,2479712.0,13.0
268,1493316.0,1623978.0,13.0
269,174943.0,27536.0,1.0
270,9655840.0,1942296.0,5.0
271,8710727.0,240787.0,13.0
272,269.0,1.0,1.0
273,174945.0,237215.0,1.0
274,269.0,1.0,1.0
275,2094775.0,2294086.0,25.0
276,2095237.0,2692398.0,25.0
277,2095238.0,3098800.0,25.0
278,269.0,1.0,1.0
279,174945.0,787992.0,1.0
280,261584.0,1212669.0,17.0
281,5526473.0,402339.0,17.0
282,174945.0,237215.0,1.0
283,174945.0,803382.0,17.0
284,1270000.0,2070100.0,24.0
285,6086475.0,5127625.0,5.0
286,6143625.0,5127625.0,5.0
287,6086475.0,5127625.0,5.0
288,2543175.0,4794250.0,9.0
289,1743075.0,4841875.0,9.0
290,5511800.0,4702175.0,1.0
291,5511800.0,4140200.0,1.0
292,4814887.0,5387975.0,1.0
293,4711700.0,4092575.0,1.0
294,4711700.0,4792662.0,1.0
295,4718050.0,4373562.0,1.0
296,4019550.0,5387975.0,1.0
297,3916362.0,4319587.0,1.0
298,3916362.0,4868862.0,1.0
299,3971925.0,4564062.0,1.0
300,3224213.0,5387975.0,1.0
301,3121025.0,4433887.0,1.0
302,3121025.0,4911725.0,1.0
303,3176588.0,4678362.0,1.0
304,6235700.0,5387975.0,1.0
305,6254750.0,1882775.0,1.0
306,6311900.0,4083050.0,1.0
307,6311900.0,2559050.0,1.0
308,5614987.0,5387975.0,1.0
309,5511800.0,3806825.0,1.0
310,2432050.0,5387975.0,1.0
311,2320925.0,4305300.0,1.0
312,2320925.0,4949825.0,1.0
313,2376488.0,4549775.0,1.0
314,1511300.0,5387975.0,1.0
315,1520825.0,4352925.0,1.0
316,1576387.0,4964112.0,1.0
317,1576387.0,4597400.0,1.0
318,7435850.0,331788.0,1.0
319,6543675.0,331788.0,1.0
320,7702550.0,330200.0,1.0
321,6810375.0,330200.0,1.0
322,1456580.0,5811851.0,1.0
323,2252266.0,5811851.0,1.0
324,3047952.0,5811851.0,1.0
325,4639324.0,5811851.0,1.0
326,5435010.0,5811851.0,1.0
327,261584.0,5754904.0,1.0
328,3843639.0,5811851.0,1.0
329,6230696.0,5811851.0,1.0
330,7213903.0,4014834.0,1.0
331,7213903.0,2502649.0,1.0
332,8116496.0,4014834.0,1.0
333,8116496.0,2502649.0,1.0
334,7213903.0,1313005.0,1.0
335,7213903.0,1555936.0,9.0
336,7213903.0,1628231.0,1.0
337,7213903.0,1840383.0,9.0
338,8116496.0,1628231.0,1.0
339,8116496.0,1840383.0,9.0
340,174943.0,27536.0,1.0
341,8710727.0,240787.0,13.0
342,8545513.0,6435725.0,1.0
343,0.0,0.0,1.0
344,4694237.0,554037.0,1.0
345,100011.0,554037.0,1.0
346,100011.0,1778000.0,1.0
347,100011.0,1778000.0,1.0
348,174625.0,1804989.0,1.0
349,174625.0,1978025.0,25.0
350,174625.0,877887.0,25.0
351,100011.0,557212.0,1.0
352,4694237.0,557212.0,1.0
353,119062.0,230188.0,1.0
354,2963863.0,831850.0,24.0
355,2640013.0,1160462.0,1.0
356,3732212.0,1422400.0,1.0
357,3059113.0,1055687.0,1.0
358,3455987.0,1296987.0,1.0
359,7643813.0,376238.0,1.0
360,7643813.0,190501.0,1.0
361,7456488.0,163512.0,1.0
362,7530307.0,163512.0,5.0
363,7459663.0,347663.0,1.0
364,7459663.0,347663.0,1.0
365,4765675.0,689689.0,1.0
366,2862263.0,689689.0,1.0
367,174625.0,689689.0,1.0
368,119062.0,6450012.0,1.0
369,100011.0,4464050.0,1.0
370,100011.0,2889250.0,1.0
371,174625.0,4694237.0,25.0
372,1252537.0,4694237.0,1.0
373,100011.0,2889250.0,1.0
374,174625.0,2916238.0,1.0
375,3030538.0,4464050.0,1.0
376,3030538.0,2889250.0,1.0
377,3030538.0,2889250.0,1.0
378,5929312.0,4464050.0,1.0
379,5929312.0,2889250.0,1.0
380,5929312.0,2889250.0,1.0
381,3065463.0,2916238.0,1.0
382,5992812.0,2916238.0,1.0
383,5989637.0,4694237.0,25.0
384,3130550.0,4694237.0,25.0
385,1792288.0,5338762.0,24.0
386,1489075.0,5819775.0,1.0
387,2592388.0,5537200.0,1.0
388,2797175.0,2901950.0,1.0
389,2871788.0,2901950.0,5.0
390,5686425.0,2901950.0,1.0
391,5761037.0,2901950.0,5.0
392,100011.0,4468812.0,1.0
393,174625.0,4495800.0,1.0
394,3030538.0,4468812.0,1.0
395,5929312.0,4468812.0,1.0
396,3065463.0,4495800.0,1.0
397,5992812.0,4495800.0,1.0
398,2797175.0,4479925.0,1.0
399,2871788.0,4479925.0,5.0
400,5686425.0,4479925.0,1.0
401,5686425.0,4479925.0,5.0
402,8574088.0,2901950.0,1.0
403,8648700.0,2901950.0,5.0
404,8574088.0,4481512.0,1.0
405,8648700.0,4481512.0,5.0
406,123825.0,3325812.0,24.0
407,723900.0,4071937.0,1.0
408,271463.0,4071937.0,1.0
409,3070225.0,3927475.0,24.0
410,3670300.0,4092575.0,1.0
411,3217863.0,4092575.0,1.0
412,3678237.0,3776662.0,1.0
413,3225800.0,3786187.0,1.0
414,4306887.0,3676650.0,1.0
415,7207250.0,3676650.0,1.0
416,5942012.0,3368675.0,24.0
417,6542088.0,4076700.0,1.0
418,6089650.0,4076700.0,1.0
419,5276850.0,3611562.0,24.0
420,5019675.0,3505200.0,1.0
421,4843462.0,3797300.0,1.0
422,5446712.0,3505200.0,1.0
423,5367337.0,4071937.0,1.0
424,4843462.0,3625850.0,1.0
425,5418137.0,3627437.0,1.0
426,8191500.0,3611562.0,24.0
427,8228013.0,3859212.0,9.0
428,7934325.0,3508375.0,1.0
429,7758113.0,3797300.0,1.0
430,7758113.0,3625850.0,1.0
431,8332788.0,3717925.0,1.0
432,8281988.0,4083050.0,1.0
433,8361363.0,3508375.0,1.0
434,8332788.0,3875087.0,1.0
435,2317750.0,3611562.0,24.0
436,2344738.0,3859212.0,9.0
437,1874838.0,3625850.0,1.0
438,2379663.0,4097337.0,1.0
439,2459038.0,3508375.0,1.0
440,2430463.0,3889375.0,1.0
441,2430463.0,3732212.0,1.0
442,1874838.0,3797300.0,1.0
443,2051050.0,3508375.0,1.0
444,1390650.0,3676650.0,1.0
445,1368425.0,3234160.0,1.0
446,1362075.0,3386137.0,9.0
447,1814511.0,3063418.0,1.0
448,1814511.0,3386137.0,9.0
449,163512.0,3129614.0,1.0
450,163512.0,3386137.0,9.0
451,4284662.0,3226223.0,1.0
452,4278312.0,3386137.0,9.0
453,4730750.0,3061346.0,1.0
454,4730750.0,3386137.0,9.0
455,3079750.0,3129614.0,1.0
456,3079750.0,3386137.0,9.0
457,7183438.0,3226223.0,1.0
458,7177086.0,3386137.0,9.0
459,7629525.0,3050713.0,1.0
460,7629525.0,3386137.0,9.0
461,5978525.0,3129614.0,1.0
462,5978525.0,3386137.0,9.0
463,1252537.0,5099050.0,9.0
464,4375150.0,5338762.0,24.0
465,4133850.0,5954712.0,1.0
466,5111750.0,5402262.0,1.0
467,4119562.0,4694237.0,1.0
468,4119562.0,5099050.0,9.0
469,8039100.0,1687513.0,1.0
470,7181850.0,1687513.0,1.0
471,6889750.0,1398587.0,1.0
472,7181850.0,2051050.0,1.0
473,8029575.0,2279650.0,1.0
474,8029575.0,2478088.0,1.0
475,8039100.0,2051050.0,1.0
476,7181850.0,2279650.0,1.0
477,7181850.0,2478088.0,1.0
478,4732337.0,1968500.0,9.0
479,5962650.0,1325562.0,1.0
480,4732337.0,873125.0,1.0
481,4732337.0,2051050.0,1.0
482,5996385.0,1004490.0,1.0
483,6475017.0,1012428.0,1.0
484,6275785.0,1569641.0,1.0
485,6316662.0,1912938.0,1.0
486,6637338.0,2203450.0,1.0
487,6316662.0,2354263.0,1.0
488,7210425.0,1743075.0,1.0
489,7148910.0,2415777.0,1.0
490,8068468.0,1743075.0,1.0
491,7996635.0,2415777.0,1.0
492,6672261.0,1427162.0,1.0
493,6889750.0,1312862.0,1.0
494,5453062.0,873125.0,1.0
495,6410325.0,873125.0,1.0
496,5995987.0,1611312.0,1.0
497,6889750.0,2052638.0,1.0
498,7737475.0,2052638.0,1.0
499,5772150.0,2489200.0,1.0
500,5995987.0,2052638.0,1.0
501,7121525.0,2478088.0,1.0
502,8261350.0,163512.0,13.0
503,269.0,1.0,1.0
504,174945.0,680720.0,1.0
505,261584.0,1090007.0,17.0
506,5526473.0,402339.0,17.0
507,174945.0,237215.0,1.0
508,174943.0,27536.0,1.0
509,174945.0,688415.0,17.0
510,1270000.0,2260600.0,24.0
511,5895975.0,5362575.0,1.0
512,5856287.0,3114675.0,1.0
513,5856287.0,4613275.0,1.0
514,5856287.0,3689350.0,1.0
515,5048250.0,5362575.0,1.0
516,5008562.0,3314700.0,1.0
517,2465388.0,4613275.0,1.0
518,2465388.0,3684587.0,1.0
519,1558925.0,5362575.0,1.0
520,1617662.0,3238500.0,1.0
521,1617662.0,4646612.0,1.0
522,1617662.0,3784600.0,1.0
523,3352800.0,5362575.0,1.0
524,3313112.0,3209925.0,1.0
525,3313112.0,4646612.0,1.0
526,3313112.0,3770312.0,1.0
527,2511425.0,5362575.0,1.0
528,2465388.0,3105150.0,1.0
529,6586538.0,5362575.0,1.0
530,6654800.0,2095500.0,1.0
531,6704013.0,4346575.0,1.0
532,6704013.0,2913063.0,1.0
533,5008562.0,4665662.0,1.0
534,5008562.0,3841750.0,1.0
535,4200525.0,5362575.0,1.0
536,4160837.0,3314700.0,1.0
537,4160837.0,4665662.0,1.0
538,4160837.0,3841750.0,1.0
539,8240713.0,1125538.0,1.0
540,7264400.0,1125538.0,1.0
541,8480425.0,1123950.0,1.0
542,7504113.0,1123950.0,1.0
543,1456580.0,5801524.0,1.0
544,2304306.0,5801524.0,1.0
545,3152031.0,5801524.0,1.0
546,4847480.0,5801524.0,1.0
547,5695205.0,5801524.0,1.0
548,261584.0,5770293.0,1.0
549,3999755.0,5801524.0,1.0
550,6542930.0,5801524.0,1.0
551,7420820.0,1493022.0,1.0
552,7420820.0,1720563.0,9.0
553,7439193.0,2583116.0,1.0
554,7439193.0,4239388.0,1.0
555,8248209.0,2583116.0,1.0
556,8248209.0,4239388.0,1.0
557,7420820.0,1792858.0,1.0
558,7420820.0,2005011.0,9.0
559,8229837.0,1792858.0,1.0
560,8229837.0,2005011.0,9.0
561,8611668.0,158751.0,13.0
562,269.0,1.0,1.0
563,434879.0,1233487.0,1.0
564,174945.0,237215.0,1.0
565,174943.0,27536.0,1.0
566,174945.0,6442593.0,1.0
567,4414837.0,2012950.0,17.0
568,5453062.0,2012950.0,17.0
569,3419475.0,5337175.0,17.0
570,538162.0,2012950.0,17.0
571,4394200.0,5337175.0,17.0
572,517525.0,3943350.0,17.0
573,5432425.0,5337175.0,17.0
574,517525.0,2495550.0,17.0
575,2381250.0,5337175.0,17.0
576,1300162.0,2012950.0,17.0
577,1343025.0,5337175.0,17.0
578,2338388.0,2012950.0,17.0
579,3376612.0,2012950.0,17.0
580,531812.0,1811338.0,9.0
581,531812.0,1323975.0,17.0
582,6695827.0,2874963.0,17.0
583,6480175.0,1093142.0,17.0
584,6695827.0,4327525.0,17.0
585,6695827.0,2051050.0,17.0
586,6480175.0,1811338.0,9.0
587,7761041.0,2874963.0,17.0
588,7545388.0,1323975.0,17.0
589,7754704.0,4327525.0,17.0
590,7761041.0,2051050.0,17.0
591,7545388.0,1811338.0,9.0
592,797664.0,5803900.0,17.0
593,8710727.0,240787.0,13.0
594,0.0,0.0,1.0
595,4475162.0,1866900.0,13.0
596,119062.0,841375.0,1.0
597,119062.0,230188.0,1.0
598,119062.0,6435725.0,1.0
599,242888.0,1217612.0,1.0
600,242888.0,2863850.0,1.0
601,242888.0,4668837.0,1.0
602,1778000.0,1217612.0,25.0
603,1778000.0,2863850.0,25.0
604,1778000.0,4668837.0,25.0
605,3257550.0,1217612.0,25.0
606,3257550.0,2863850.0,25.0
607,3257550.0,4668837.0,25.0
608,242888.0,1109662.0,1.0
609,242888.0,908050.0,1.0
610,1778000.0,1109662.0,1.0
611,1778000.0,908050.0,1.0
612,3257550.0,1109662.0,1.0
613,3257550.0,908050.0,1.0
614,5400675.0,1109662.0,1.0
615,5400675.0,908050.0,1.0
616,5400675.0,1217612.0,25.0
617,5400675.0,2863850.0,25.0
618,5400675.0,4668837.0,25.0
619,1778000.0,4614862.0,9.0
620,1778000.0,2825750.0,9.0
621,142875.0,1143000.0,1.0
622,142875.0,2786063.0,1.0
623,142875.0,4587875.0,1.0
624,119062.0,230188.0,1.0
625,1068779.0,1949612.0,1.0
626,1068779.0,3802536.0,1.0
627,30763.0,3910238.0,17.0
628,77285.0,2044612.0,17.0
629,1269083.0,3873656.0,25.0
630,4846320.0,3873656.0,25.0
631,4746966.0,937355.0,17.0
632,1068779.0,1220241.0,17.0
633,1269083.0,1997784.0,25.0
634,4846320.0,1997784.0,25.0
635,4773152.0,1834253.0,9.0
636,4663918.0,5782407.0,1.0
637,3774101.0,6021408.0,17.0
638,4641050.0,1320927.0,5.0
639,1068779.0,1683599.0,5.0
640,2942569.0,3288386.0,1.0
641,6567513.0,4141520.0,1.0
642,6567513.0,1436428.0,1.0
643,6567513.0,2407296.0,1.0
644,6567513.0,3274407.0,1.0
645,6567513.0,5008633.0,1.0
646,7289786.0,4141520.0,1.0
647,7289786.0,1436428.0,1.0
648,7289786.0,2407296.0,1.0
649,7289786.0,3274407.0,1.0
650,7289786.0,5008633.0,1.0
651,5122964.0,1436428.0,1.0
652,5122964.0,2407296.0,1.0
653,5824087.0,4141520.0,1.0
654,5824087.0,1436428.0,1.0
655,5824087.0,2407296.0,1.0
656,5824087.0,3274407.0,1.0
657,5824087.0,5008633.0,1.0
658,4387117.0,1436428.0,1.0
659,4387117.0,2407296.0,1.0
660,4387117.0,3274407.0,1.0
661,3664842.0,4141520.0,1.0
662,3664842.0,1436428.0,1.0
663,3664842.0,2407296.0,1.0
664,3664842.0,3274407.0,1.0
665,3664842.0,5008633.0,1.0
666,2220293.0,4141520.0,1.0
667,2220293.0,1436428.0,1.0
668,2220293.0,2407296.0,1.0
669,2220293.0,3288386.0,1.0
670,2220293.0,5008633.0,1.0
671,1498020.0,4141520.0,1.0
672,311170.0,1290986.0,1.0
673,311170.0,1056757.0,1.0
674,1498020.0,1290986.0,1.0
675,1498020.0,1056757.0,1.0
676,2220295.0,1290986.0,1.0
677,2220295.0,1056757.0,1.0
678,2942570.0,1290986.0,1.0
679,2942570.0,1056757.0,1.0
680,3664844.0,1290986.0,1.0
681,3664844.0,1056757.0,1.0
682,4387117.0,1290986.0,1.0
683,4387117.0,1056757.0,1.0
684,311171.0,1392506.0,17.0
685,311171.0,2389309.0,17.0
686,311171.0,3365749.0,17.0
687,311171.0,4362553.0,17.0
688,311171.0,5359355.0,17.0
689,1498020.0,1436428.0,1.0
690,1498020.0,2407296.0,1.0
691,1498020.0,3288386.0,1.0
692,5122964.0,1290986.0,1.0
693,5122964.0,1056757.0,1.0
694,5845238.0,1290986.0,1.0
695,5845238.0,1056757.0,1.0
696,6567513.0,1290986.0,1.0
697,6567513.0,1056757.0,1.0
698,7289786.0,1290986.0,1.0
699,7289786.0,1056757.0,1.0
700,8012061.0,1290986.0,1.0
701,8012061.0,1056757.0,1.0
702,189707.0,739890.0,1.0
703,311171.0,2287786.0,9.0
704,311171.0,3273704.0,9.0
705,311171.0,4261030.0,9.0
706,311171.0,5257834.0,9.0
707,1498020.0,5008633.0,1.0
708,311171.0,5257834.0,9.0
709,119062.0,230188.0,1.0
710,6752697.0,285750.0,1.0
711,6752697.0,285750.0,1.0
712,6752697.0,498116.0,1.0
713,189707.0,860156.0,1.0
714,2473493.0,5799780.0,17.0
715,5086970.0,891198.0,9.0
716,75141.0,123239.0,1.0
717,0.0,6249777.0,17.0
718,4993145.0,2348000.0,1.0
719,6076646.0,1080257.0,1.0
720,6076646.0,1080257.0,1.0
721,6076646.0,1261846.0,1.0
722,66877.0,1000982.0,17.0
723,66877.0,1189596.0,17.0
724,66877.0,1172327.0,1.0
725,205411.0,5610931.0,17.0
726,205411.0,5842541.0,17.0
727,205411.0,5790436.0,1.0
728,483449.0,4111835.0,17.0
729,2290679.0,5636230.0,17.0
730,6271252.0,5600994.0,17.0
731,446338.0,2218245.0,17.0
732,178778.0,1434778.0,1.0
733,7336138.0,77511.0,1.0
734,7881462.0,54745.0,17.0
735,7881462.0,532726.0,17.0
736,6611449.0,532726.0,17.0
737,1207803.0,1289901.0,17.0
738,4981568.0,1289901.0,17.0
739,1207803.0,3071166.0,17.0
740,4970564.0,3059735.0,17.0
741,1560017.0,1935240.0,17.0
742,1252768.0,1947328.0,13.0
743,1560017.0,2262463.0,17.0
744,1252768.0,2274551.0,13.0
745,1560017.0,1653737.0,17.0
746,1252768.0,1665825.0,13.0
747,1560017.0,1326516.0,17.0
748,1252768.0,1338603.0,13.0
749,5435901.0,1988604.0,17.0
750,5037211.0,2000692.0,13.0
751,5435901.0,1421895.0,17.0
752,5037211.0,1433984.0,13.0
753,5435901.0,1705250.0,17.0
754,5037211.0,1717338.0,13.0
755,5435901.0,2271958.0,17.0
756,5037211.0,2284046.0,13.0
757,7018874.0,1751028.0,17.0
758,6631616.0,1763115.0,13.0
759,7018874.0,1440645.0,17.0
760,6631616.0,1452731.0,13.0
761,1657196.0,3946755.0,17.0
762,1304150.0,3958844.0,13.0
763,1657196.0,3674907.0,17.0
764,1304150.0,3686995.0,13.0
765,1657196.0,3387140.0,17.0
766,1304150.0,3399228.0,13.0
767,1657196.0,3107331.0,17.0
768,1304150.0,3119420.0,13.0
769,3208214.0,4200440.0,17.0
770,2887615.0,4212528.0,13.0
771,1657198.0,4226564.0,17.0
772,1304150.0,4238652.0,13.0
773,3208214.0,3154178.0,17.0
774,2887615.0,3166263.0,13.0
775,3208214.0,3406528.0,17.0
776,2887615.0,3418616.0,13.0
777,3208214.0,3655519.0,17.0
778,2887615.0,3667605.0,13.0
779,3208214.0,3914263.0,17.0
780,2887615.0,3926351.0,13.0
781,5425216.0,3125647.0,17.0
782,5425216.0,3336366.0,17.0
783,5425216.0,3762776.0,17.0
784,5425216.0,3547083.0,17.0
785,7216357.0,3530532.0,17.0
786,5070369.0,3116757.0,13.0
787,5070369.0,3325400.0,13.0
788,5070369.0,3534045.0,13.0
789,5070369.0,3745593.0,13.0
790,6952601.0,3521642.0,13.0
791,7216357.0,3125647.0,17.0
792,7216357.0,3328091.0,17.0
